제목,내용,평점,좋아요 수
아폴로 13,그들에게는 성공도 실패도 없는 도전만 있을 뿐이다,3.5,4
변검,두 부녀에게는 변검을 쓸 때가 가장 안전하고 행복하지 않았을까?,4.0,2
죠스,상어 한마리로 세상을 집어 삼킨 스필버그,3.0,2
미션 임파서블 : 고스트 프로토콜,성룡을 능가하는 톰크루즈에 끝없는 도전,3.0,3
붉은 수수밭,붉은 수수밭에서 그들은 살고 죽는다,3.5,2
패션 오브 크라이스트,끝까지 볼 수도 없고 끝까지 보고 싶지 않은 영화,4.0,1
터미널,노숙을 해도 공항에서 하면 조금 더 행복할까?,3.0,3
라스베가스를 떠나며,사는게 힘든거야? 사랑이 힘든거야?,4.0,2
봄날은 간다,어떻게 사랑이 변하냐고? 사랑이니까 변하는 거야,4.0,4
울지마 톤즈,진정한 성직자의 삶을 살고 가신 신부님께 감사를..,3.5,3
슬럼독 밀리어네어,운명적인 삶을 살고 운명적인 사랑을 한 자말 말릭,4.0,3
매디슨 카운티의 다리,심장은 청춘들만 뛰는것이 아니다,4.0,2
캡틴 필립스,지키려는 자 선장 캡틴 리차드 필립스와 강탈하려는 자 해적 바크하드 압디간의 치열한 전쟁,3.0,2
비긴 어게인,길을 잃고 음악을 쫓다,3.5,2
와호장룡,"""영웅과 전설은 보이지 않는 곳에 숨어있다."" 무협영화로 아카데미상을 수상하게 한 이안감독에게 경의를",4.0,2
아이 엠 샘,다코타 패닝과 숀펜의 순백의 연기대결,3.0,2
크림슨 타이드,잠수함 영화중 붉은10월과 함께 최고봉,4.0,3
"색, 계",양조위와 탕웨이 역량을 제대로 100% 뽑아낸 이안감독의 탁월한 연출에 박수를,4.5,3
리플리,톰 리플리가 거짓말을 하는건지 아니면 거짓이 톰 리플리를 삼킨것인지,4.0,6
프로메테우스,인간을 누가 만들었는가보다 인간을 왜 만든건가에 대한 물음표,4.5,4
렛 미 인,'나를 네 마음 속에 담아 줘.',4.0,4
붉은 10월,존 맥티어난에게 맥클레인 형사 말고도 소련제 잠수함도 있다.,4.0,2
빅 피쉬,인생을 살면서 스치고 지나는 수 많은 인연들의 소중함,4.0,2
씬 레드 라인,전쟁은 자연에 대한 모욕이며 자연을 창조한 신에 대한 모욕,4.0,4
호텔 르완다,서구세계에 편향된 국제관계로 인해 잘 몰랐던 100만 명 이상의 사상자를 낸 르완다 내전의 존재를 세상에 알리게 된 영화의 힘,4.0,5
빽 투 더 퓨쳐,하마터면 마이클 J. 폭스라는 배우를 잃을 뻔,3.5,4
록키,헝그리 복서 록키의 뜨거운 펀치 한방으로 관객들을 눕히다,4.0,4
헬프,차별을 인정하지 않는 당당한 그녀들의 용기에 박수를,4.0,1
잉글리쉬 페이션트,위험한 사랑 그리고 이루어질 수 없는 사랑 또는 돌이킬 수 없는 사랑,3.5,2
미션 임파서블,후속작들은 절대 이 원작을 넘어설 수 없다,4.0,4
에이리언 2,원작을 능가하는 속편으로 시리즈의 포문을 열다,4.0,6
일급 살인,케빈 베이컨의 인생연기,3.5,1
저수지의 개들,액션대신 대사로 끌고가는 흡입력,3.5,6
델마와 루이스,델마와 루이스가 꿈꾸는 곳으로 떠났기를...루이스에게 죽어나간 남자들을 불쌍하게 보는 관객들은 없을 줄 안다.,3.5,5
마션,우주연구보다 마크 와트니의 위기를 대처하는 자세에 대한 연구,3.5,3
펄프 픽션,쿠엔틴 타란티노 영화는 무조건 재미있다,4.0,5
북북서로 진로를 돌려라,캐리 그랜트가 제임스본드보다 더 멋지다.,3.5,2
카포티,필립 세이모어 호프만의 심혈을 기울인 인생연기,3.5,3
콰이강의 다리,투철한 군인정신 끝까지 품위를 지키며,4.0,3
서칭 포 슈가맨,뒤늦게 찾아 온 인생 한 방,3.5,3
아이 엠 러브,틸다 스윈튼의 새우먹는 연기는 신기에 가까웠다...사랑은 참 답이 없다,4.0,13
사도,영조의 마음은 알겠는데 그래도 아버지가 그러면 안되지...,4.0,1
핑크 플로이드의 벽,핑클플로이드의 음악을 모르면 벽을 보는것 같을 것,3.0,1
무뢰한,사랑의 복잡한 요소들을 무뢰한처럼 표현,4.0,4
아라비아의 로렌스,"""누구나 꿈을 꾸지만 
같은 꿈을 꾸는건 아니다. 
밤에 꾼꿈은 아침이면 사라지지만
낮에 꿈을 꾸는 사람은 몸시 위험하다.
그런 사람은 눈을 활짝뜬채 자신의
꿈을 이루려고 행동한다.
그렇다!  나는 낮에 꿈을 꿨다....""
<T. E. Lawrence>",4.0,2
"소년, 소녀 그리고 바다",삶과 죽음의 경계선 바다 그 바다에는 생명이 있다,3.0,2
수영장,알랑드롱보다 당시 로미 슈나이더의 노출연기가 놀랍고 리메이크작이 계속 나올 만큼이나 매력적 요소를 충분히 갖춘 심리스릴러,3.0,3
비거 스플래쉬,틸다 스윈튼의 비맞으며 웃픈 말없는 안도의 연기가 좋았고 사랑은 집착하면 종국에는 상대방을 질식시키든 아니면 자신이 질식하게 되어있다,3.0,3
기문둔갑,원작보다 칭찬할 점은 오직 CG뿐,2.0,1
고독,너무 심플하지만 담백해서 좋다,3.0,6
도가니,분노의 도가니에 빠지다,3.0,3
데드폴,관객들도 자비가 없다는 걸 감독은 아는지...,1.5,3
더 테러 라이브,하정우 원맨쇼,3.0,2
더 임파서블,나오미왓츠가 킹콩보다 더 거대한 괴수 쓰나미를 만나다,3.0,3
더 문,광활한 우주 가운데 나란 존재,4.0,4
더 록,프로들의 불꽃 튀는 향현,3.5,1
더 레슬러,미키루크 갱생과 재활이 영화에 녹아들다,3.0,4
더 게임,생일선물 스케일 보소,4.0,2
더 그레이,리암니슨에게 단단히 속아 넘어가다...아직 안 본사람은 좋은 말할 때 보지 말그레이...,1.5,1
달콤한 인생,넌 나에게 모욕감을 주었어...시간이 흐를수록 레전드가 되다,3.5,3
달라스 바이어스 클럽,매튜 맥커너히가 작심하고 찍었구나,2.5,2
다이얼 M을 돌려라,알프레드 히치콕은 천재가 분명하다,3.5,1
닌자 어쌔신,여기 까지인가 보오,1.0,1
논스톱,논스톱으로 간판내린 경우,2.0,1
노아,감독이 길을 잃다,1.0,2
넘버 3,주연 한석규의 넘버3보다 송강호의 불사파가 더 빛난 구데타,2.0,3
너는 내 운명,운명은 만나는것도 힘들지만 그 운명을 놓치지 않는게 더 힘들다,3.5,2
내겐 너무 가벼운 그녀,기네스 팰트로우와 잭 블랙이 이렇게 잘 어울릴줄이야,3.5,1
내 여자친구를 소개합니다,감독 자신이 원작을 스스로 훼손하다니..,1.0,1
내 깡패 같은 애인,깡패가 애인이 되는 여정,2.5,1
남영동1985,과연 누가 국가와 민주주의를 수호했는가?,3.5,2
나잇 & 데이,톰 크루즈와 카메론 디아즈 참 찰진 연기 호흡이 액션을 능가하다,3.0,4
나의 결혼 원정기,웃기는 현실에도 웃지 못하는 슬픔,2.0,2
나를 찾아줘,로자먼드 파이크가 정말 미저리보다 무섭다,3.5,7
나는 전설이다,원작을 능가한 몇 안되는 성공적인 리메이크작,4.0,4
끝없는 사랑,한국의 정서로는 도저히 아직까지 용납이 안되는 영화(1981년이나 오래전 미국 정서로도 저런 상황이 가능했었다니 놀라울뿐).. 데이빗이란 녀석은 15살  미성년자 성추행범에 방화범에 한 가정을 끝없이 파괴...중학생때 처음 본 감상과 한참 시간이 흘러 부모가된 입장이되어 다시 보니 아버지 휴가 백퍼 이해된다.,3.0,2
나는 누가 날 죽였는지 알고 있다,린지 로한의 유일한 인생역작,3.0,1
21,그러듯 했지만 새드앤딩으로 끝나 다행이다,3.5,1
007 퀀텀 오브 솔러스,시리즈중 최고의 오프닝 카액션 말고는 딱히..,3.5,2
007 카지노 로얄,죽어가던 시리즈에 다니엘 크레이그가 심폐소생술로 살리다,5.0,1
언더 더 스킨,낯선 것은 흥미롭기도 하지만 잘 못하면 관객들은 불편해 한다.,3.0,2
비정성시,앤딩씬에서 문청이 찍는 가족사진 한장과 늙은 아버지가 이 전처럼 식탁에 앉아 말 없이 밥을 먹는 모습이 잔상으로 남는다,3.0,2
백악관을 무너뜨린 사나이,권력의 끝은 어디까지인지 끝까지 백악관을 떠나는 순간에도 비겁하게 변명으로 일관한 닉슨이라니...후버와 마크펠트의 정신이 아직까지도 FBI에 있는지...,3.5,3
킹스맨: 시크릿 에이전트,007과는 또 다른 스파이물의 시리즈 탄생을 축하,3.0,3
어 퍼펙트 데이,퍼펙트가 되기 위해서는 때론 불가항력적인 고난도 첨가해야 된다,3.5,4
룸,세상의 모든 엄마는 용감하고 어린이는 순수하고 그 주변 멀지 않은 곳에 악마도 존재한다,3.0,2
인턴,"보스와 인턴, 노인과 청년, 노와 사, 남과 여의 관계가 경이롭기까지하다.",3.5,2
심야식당,손님들에게 음식을 파는 것이 아니라 정성과 마음의 쉼을 파는 마스터,2.0,1
하늘을 걷는 남자,연기의 승리라기 보다는 리얼리티르 살려 준 CG의 승리,3.0,1
럭키,리메이크와 코믹물의 타협,2.0,2
더 폰,첫 술에 배 부르랴...,2.0,1
테이큰 3,리암 니슨의 노익장은 계속 된다.,2.0,1
악의 연대기,죄 짖고는 제 명에 못산다. 실수를 인정하면 과실치사가 되지만 실수를 덮으려 은폐하면 범죄가 된다,2.5,1
최후의 Z,굴러들어 온 사랑고백 앞에 명분따지고 솔직하지 못하면 존 꼴난다.,4.0,3
웨스턴 리벤지,정통서부극을 닮고 싶어 복수만 하는데 런닝타임을 다 소비하다,2.5,1
시리어스 맨,인생지사 세옹지마...인생도 수학문제처럼 명확한 공식과 해답이 있으면 좋으련만..,3.5,4
파르바나 - 아프가니스탄의 눈물,탈레반조차도 가엾은 파바나의 아빠 사랑을 막을 수는 없었다.,3.5,5
스틸 라이프,착하고 열심히 살아 온 존 메이를 죽게 만든 우베르토 파졸리니 감독 멱살을 잡고싶다.,4.0,8
어 퓨 굿 맨,코드레인은 누구를 위한 명령인가? 제셉대령은 자신의 과오를 죽을 때까지 인정 안할 코만도,3.0,1
스포트라이트,"""성직자에게 당하면 영혼까지 빼앗기는거에요"" 진실하지 못한 거짓된 신부들과 진실을 파해치는 기자들간의 진실게임",4.5,4
더 홈즈맨,토미리존스가 음악에 맞추어 춤을 추는 롱테이크 장면은 최고의 앤딩으로 기억에 남을 것이다.,3.5,2
슬로우 웨스트,정말 궁금한건 로즈가 정말 제이를 사랑하기는 한 걸까? 죽은 제이만 불쌍하다. 제이 아버지도 그렇고...,3.5,4
온리 더 브레이브,배우들의 명성에 비해 리얼리티를 살리지 못하고 아쉽게 재난을 당하다,3.0,2
가디언즈 오브 갤럭시,마블의 끝은 어디인가? 희한하게 끌린다,2.5,3
가디언즈 오브 갤럭시 VOL. 2,액션보다 대사가 더 재밌는건 뭐지?,3.0,1
브로크백 마운틴,제이크 질렌할과 히스 레저 사이의 해답없는 무언의 연결고리,4.0,3
레버넌트: 죽음에서 돌아온 자,최고의 오프닝 최고의 롱테이크,4.0,5
노예 12년,나는 노예가 아닙니다.. 그러기를 12년,3.5,5
무간도,유덕화와 양조위가 홍콩영화의 불씨를 살리다...,4.5,2
제로 다크 서티,악을 끝까지 찾아가서 제거해 주는 서비스에 감탄할 뿐,4.0,6
파고,인생사 내 맘대로 다 되면 그것도 문제네,3.0,4
에이리언,리들리 스콧의 역작이 되다,4.0,5
허트 로커,캐스린 비글로우 여감독이 만들었다는데 깜놀...,4.5,1
여인의 향기,알 파치노 인생연기,4.0,1
칼리토,"알 파치노가 칼리토였다...
""이 세상에 믿을 사람이 없다""는 칼리토의 독백은 지금 이 세상에서도 변함없이 ing..
알파치노와 숀펜을 위한 느와르",4.5,3
현기증,알프레드 히치콕 영화는 보면 볼수록 현기증이 난다,3.5,3
싸이코,1960년에 도저히 나올 수 없는 싸이코의 조상,4.0,5
내일을 향해 쏴라,격이있는 영웅본색,3.5,2
그랜 토리노,클린트 이스트우드가 폭력에 대처하는 현명한 자세에 대해 모범을 보이다,3.0,5
유주얼 서스펙트,반전의 시조 스포일러 양산의 원조,4.0,3
반지의 제왕 : 반지 원정대,피터잭슨에게 경의를,4.0,3
벤허,중1때 대한극장에서 친구하고 보고 70 mm당시 대형 스크린과 돌비서라운드 러닝타임에 3번 놀란 영화,5.0,1
정글북,원작을 잘 살린 진짜같은 CG에 박수를,3.0,2
미인어,주성치가 안나오는 주성치 영화,2.0,3
크리미널,언빌리버블한 배우들을 데리고 무슨짖을 한거야?,2.0,1
엑스맨: 아포칼립스,어벤져스팀의 강력한 대항마로 화려하게 부활,3.5,3
나는 사랑과 시간과 죽음을 만났다,이 세상에서 사는 것 자체가 상황극은 아닐런지...사랑과 시간과 죽음이 함께 공존하는 삶 속에서 고통이 주는 눈물과 아름다움을 만날 수 있기를...,2.0,2
지니어스,구슬이 서말이라도 꿰어야 보배...엘린이 토마스 울프에게 한 가장 무서운 말 '이제 당신을 봐도 아무런 느낌이 없어'... 독자들에게나 관객들에게나 사랑의 대상에게 아무런 느낌을 주지 못하는 존재감 없는 사람이 된다면 그 심정은 어떨까?,3.0,2
미이라,톰크루즈를 선발로 내 보내도 다크 유니버스 시리즈의 앞날은 어둡기만 하다,1.5,3
원더 우먼,DC의 구원투수로 등판한 원더우먼의 역투에도 불구하고 고전,2.0,3
베를린 신드롬,테레사 팔머만 빼면 모두가 B급,2.5,1
월요일이 사라졌다,월요일이 문제고 월요일 때문에 망했다.,3.5,3
이민자,과연 에바는 캘리포니아에 가서는 행복하게 살 수 있었을까? 호아킨피닉스의 절재된 연기가 마리옹 꼬띠아르 연기를 평범하게 만들다,3.5,4
태풍이 지나가고,꿈이 이뤄지지 않았다고 해서 삶이 실패한 것은 아니지만 꿈에서만 머무르게 되는  이유는 과거의 굴레를 벗어나지 않게 때문,3.0,1
쿼바디스,주여 어디로 가시나이까? 베드로의 신앙고백을 잊을 수 없다,4.0,4
걸어도 걸어도,가족 그 끊을 수 없는 시간들과 추억 그리고 사랑의 역사를 되풀이하는 걸음들,3.5,4
스프링,이탈리아를 배경으로 한 풍경마저 없었다면 생각만 해도 루이보다 더 끔찍하다,1.0,2
세 번째 살인,당신은 어떤 아버지이며 당신의 아버지는 어떤 사람인가? 그리고 미스미는 과연 세번째 살인을 통해 스스로 구원을 받게 된 걸까?,3.5,2
스타워즈: 라스트 제다이,"증오하는 걸 파괴하는 게 아니라
사랑하는 걸 지켜내는 게 이기는 거...
점점 스타워즈 장면들이 이 전 시리즈와 겹치고 부딪친다.",3.0,1
하나비,기타노 타케시의 울분 그대로 표정있는 폭력으로 말하다,2.0,1
2016 무한상사 - 위기의 회사원,무한도전이니까 할 수 있었다..,2.0,1
2046 리마스터링,과거의 아픔을 가진 남자와 현실의 아픔을 겪는 여자...과연 누가 더 아픈걸까?,3.5,4
서던 리치: 소멸의 땅,"죽음과 소멸, 자살과 자기파괴 그리고 복제를 논하다. 앞으로 2,3부가 더 기대되는 SF 호러 어드벤쳐무비가 나타났다.",4.0,5
동사서독 리덕스,이런 무협물이 또 있을까? 실연으로 인한 사랑의 기억을 떠나기 위해 사막 한가운데 갇혀 사는 무림 고수 서독과 그의 주변을 맴도는 사랑과 기억의 상처많은 사람들의 무협이 아닌 멜로물,3.5,4
아비정전,"제일 많이 나온 대사 ""택시 불러 줄까요?"" 아비가 말했던 '다리가 없는 새'였던 장국영의 맘보춤을 다시 볼 수 있다면...양가위 마지막 5분도 안되는 씬에서 나오는 포스 작렬",3.5,8
특전 유보트,OST가 점점 더 커질수록 숨통을 조이는 공포의 그림자와의 싸움,4.0,3
타락천사 리마스터링,홍콩 반환을 앞두고 홍콩을 떠나보내야 하는 마음으로 상실과 그리움을 이야기...중경삼림만큼은 아니지만 결국 속편격에서도 사랑의 굴레를 풀지 못하고 기억과 상실사이에서 타락과 추락,3.5,3
중경삼림 리마스터링,"난 의심이 들기 시작했다.
세상에 유효 기한이 없는 것은 없는 걸까?
기억이 통조림에 들었다면,
기한이 영엉 지나지 않기를 바란다.
꼭 기한을 적어야 한다면, 만 년 후로 적어야지.
기억하지도 않는 떠난 유통기한이 다 지난자들을 잊지 못하고 그리워하는 기억과 상실사이에서 방황하는 두 바보들..
시간과 공간의 제한을 넘어서는 사랑을 찾아 떠나는 여행지 중경은 지금 또 어떻게 변해 있을까?",4.0,3
라쇼몽,1950년에 제작되었다는 사실이 놀라운 세계 3대감독중 하나인 구로사와 아키라... 이후에는 쿠란티노감독의 '저수지의 개들''영화 제작에 영향을 준 세계10대 걸작으로 선정,3.5,3
미션 임파서블 2,오우삼이 제대로 망쳤어..톰크루즈도 막을 수 없었던 슬로우모션의 오마쥬들,2.5,3
락 오브 에이지,도대체 톰크루즈에게 미션임파서블은 없단 말인가?,3.5,1
레스큐 던,전쟁에선 끝까지 살아남는게 승리..실화라 더욱 감동을 주는 스토리와  크리스찬 베일의 실감나는 연기에 긴장감을 더하다,3.0,3
베일리 어게인,"강아지인 베일리에게도 삶의 목적이 있건만...
마지막 앤딩에서 베일리의 독백 ""즐겁게 살자 가능하면 구해 줄 사람을 찾아 구해줘라 사랑하는 사람을 핥아줘라 일어난 일에 대해 슬퍼하거나 할 수 있는 일에 얼굴을 찡그리지 말자 그냥 여기 있으면 된다 지금 여기 있으면 된다 그게 개의 목적이다"" 베일리가 사람들에게 가르쳐주는 삶의 목적",3.0,4
첨밀밀,"고모는 윌리암, 소군과 이요는 등려문을 통해 옛사랑을 추억하고 귀결시켜주는 통로가 있듯이 사랑은 기억으로 남는것",4.0,6
화양연화 리마스터링,"그 시대 왕가위,양조위,장만옥이면 충분했다...장만옥이 이렇게 아름다운 배우인지 예전에 미처 몰랐다.",4.5,7
액트 오브 킬링,잘 못 뿌리 내린 역사가 이렇게 무섭고 세상에서 제일 무섭고 잔인한 동물이 사람...인도네시아는 우리 대한민국 비극에 비하면 깜도 안된다,3.5,3
뮤트,더 문을 기대했는데 블레이드 배경에 내용도 없고 거기에 재미도 없다,1.5,2
땡큐 포 유어 서비스,제목과는 너무나 상반된 참전군인들에 대한 조국의 미흡한 감사로 인해 더 고통받는 그들의 가족들에 대한 눈물과 그들의 끝나지 않는 전쟁이야기,3.5,3
마스터 앤드 커맨더: 위대한 정복자,디테일 살아있는 정교한 연출의 승리,3.5,4
마스터,"연기의 진정한 마스터를 가늠하는 위대한 배우 호아킨 피닉스, 필립 세이모어 호프만..자기 인생의 선장은 마스터가 아닌 자기 자신인 것을 알고 오토바이를 타고 마스터를 떠나기까지 프레디는 그렇게 힘들었을까?",4.0,5
늑대아이,너희가 늑대아이라는 것은 모두에게 비밀이야! 늑대인간과의 동화 같은 사랑..현실은 늑대같은 인간들이 너무 많다,4.0,3
레이버 데이,아들 헨리가 커서 토비 맥과이어가 되다니...당신과 3일만 더 있을 수 있다면 20년형을 받아도 좋소,3.0,3
골든슬럼버,강동원 눈썹과 미간이 쳐저있는 것만 봐도 짜증 지대로 났다,1.0,1
다키스트 아워,"죽음은 언젠가 오나니 나는 가장 명예롭게 죽겠노라 두려움과 용감히 맞서 ...
성공도 실패도 영원하지 않다 중요한 건 굴복하지 않는 용기다.
처칠분장에 놀라고 게리올드만의 연기에 한번 더 놀라고 아카데미 남우주연상을 드디어 받음에 서플라이즈~",3.5,3
예감은 틀리지 않는다,상처받았던것만 기억하는 우리는 얼마나 많은 상처를 주며 살아온 걸까?,3.5,3
위대한 쇼맨,실존했던 바넘인물을 역사와는 전혀 다르게 왜곡한 논란이 있는 영화를 만든 감독이 진정 위대한 쇼맨,3.0,5
악마가 너의 죽음을 알기 전에,"마이클 섀넌이 조연이라니..필립 세이모어 호프만은 역시 멋있었고 다시 볼 수
 없어 아쉽고 에단 호크, 마리사 토메이 연기도 좋았다. 시드니루멧감독에게 경의를...",3.5,3
쥬만지,당시 새롭고 신기한 CG에 로빈윌리엄스까지 나오던,2.5,3
쥬만지: 새로운 세계,드웨인존슨 연기가 점점 늘고 있어요..,2.0,1
원스 어폰 어 타임 인 아메리카,마초남들 회한의 눈물이 뜨겁고 세월이 무상하다,4.5,3
이스턴 프라미스,비고 모텐슨 폭력의 역사에 이은 또 다른 역작,5.0,5
러스트 앤 본,"마리옹 꼬띠아르가 마티아스 쇼나얼츠 등에 업힌 해변가의 장면, 마리옹 꼬띠아르가 고래와 다시 조우하는 장면, 마티아스 쇼나얼츠가 샘을 구하기 위해 얼음을 깨는 장면은 러스트에서 본으로의 결정체",3.5,4
미드나잇 인 파리,상상속의 황금시대때문에 레이첼 맥아담스를 차버리다니...,3.0,2
셰이프 오브 워터: 사랑의 모양,"스트릭랜드가 젤다에게 ""신은 당신보다 내 모습에 더 가깝게 생기셨지""라고 말했는데 감독은 이 영화를 통해 사랑의 모양은 계란처럼 딱딱한 외모가 중요한게
 아닌 계란속 그 안에 있는 생명이 소중하고 귀하다는 것을 말하는 것이 아닐런지...",4.0,3
원더 휠,케이트 윈슬렛의 마치 모노드라마 연극을 보는 것 같았다,3.5,3
언노운 걸,죄책감은 인간을 동물들과 구분짓는 특징이다-다르덴형제 인터뷰...죄를 짓고도 죄책감없이 산 다는 것은 동물들과 진배없다,3.5,6
옛날 옛적 서부에서,찰스 브론슨이 수염만 길렀어도 더 멋있었을텐데..,3.0,3
스파이 브릿지,스티븐 스필버그가 만들고 톰 행크스 마크 라이런스의 호연의 호연이 포진한 고급진 스파이영화,3.5,1
앤트맨,사이즈 업다운 헐크는 댈것도 아니네,2.5,1
대호,영화를 본 후 최민식을 넘어 호랑이에게도 실망스런 영화,2.0,1
연평해전,국군홍보영화 보는 것 같은 그 때로 회귀한 것 같은 정형화된 연출,2.5,2
본 투 비 블루,에단 호크의 인생연기 하지만 재미는 없다,3.0,2
남과 여,그 무엇도 변명에 불과한 남과 여 이야기,3.0,2
하트 오브 더 씨,야심차게 크리스 헴스워스를 원톱으로 화려한 CG로 모비딕을 수면위로 끄집어 내다,3.5,3
빅 아이즈,세상에는 참 신기하다 못해 믿을 수 없는 일들이 많다고 뻔뻔한 사람도 넘쳐나는 세상,3.0,2
사울의 아들,사울의 아들보다 사울의 아버지가 더 불쌍하다,3.5,1
랜드 오브 마인,이 세상 소중하지 않은 생명이 없다. 독일이 얼마나 미웠으면..,3.0,4
샌 안드레아스,드웨인 존슨과 같은 아빠나 소방관이 있으면 세상이 무너져도 안심이겄다,2.5,3
미션 임파서블: 로그네이션,톰크루즈 늙지마요,3.0,1
비밀은 없다,감독의 연출이 배우들의 연기를 따라가지 못하네,3.0,2
에베레스트,제이크 질렌할이 나와서 존재감이 없기는 처음,2.0,1
손님,나는 피리부는 사나이에서 멈춰버리다,1.5,1
어린왕자,너무 예쁘고 원작을 잘 살린 우리들의 어린왕자가 돌아왔다,3.0,1
태양 아래,진미야 행복하니? 그걸 질문이라고 하니?,3.0,3
드레스메이커,케이트 윈슬렛이 옷을 만들듯 혼자 만든 영화,3.0,2
아이 엠 어 히어로,좀비도 히어로도 부산행보다 한참 뒤쳐진다,1.5,1
윈드 리버,테일러 쉐리던 영화는 무조건 봐야되는 숙제,3.5,3
몬스터 콜,가엾은 코너의 가슴아픈 상처가 몬스터를 부르다. 방안에서 분노하여 집을 부수던 코너의 모습이 짠하다...,4.5,5
불한당: 나쁜 놈들의 세상,관객들보다 설경구를 위한 영화가 되다,2.5,2
브이아이피,신세계만들었던 그 감독 맞어?,1.0,2
살인자의 기억법,설경구의 과도한 눈깜빡임은 이 영화에 보내는 경고,1.5,2
파운더,맥도날드를 한입에 집어 먹어 삼킨 자본주의의 민낯을 보다,4.0,7
밀정,긴장감있고 배우들의 호연 감독의 뚝심,3.5,1
23 아이덴티티,M. 나이트 샤말란에게는 실망하고 제임스 맥어보이에게는 만족,2.5,2
아가씨,미쟝센이 훌륭하고 원작을 훨씬 능가하는 박감독의 또 하나의 걸작이 리스트에 오르다,4.0,3
맨 인 더 다크,역발상 소재 칭찬해,2.5,1
데드풀,물건이 나타났다,3.0,2
캡틴 아메리카: 시빌 워,마블의 투톱이 있어 안정된 흥행 쌍끌이가 언제나 가능,3.5,1
더 킹,좀 더 진중하고 무겁게 가져갔다면하는 아쉬움,3.0,2
닥터 스트레인지,강력한 마블 히어로 탄생 도대체 마블의 끝은 어디까지인가?,3.0,1
터널,하정우보다 미친 개연기,2.5,2
수어사이드 스쿼드,마고로비만 보이는 영화,2.5,3
분노,우리는 모두 분노를 담고 숨기고 살고 있는것은 아닌지...,2.5,4
클로버필드 10번지,모든 설정이 마셀에게 너무 불리하다 게다가 악당은 크다 못해 거대한 돼지다,2.5,1
컨저링 2,제임스 완의 공식이 성립되는 영화,2.5,1
도리를 찾아서,니모에서 도리를 만들어 내는 능력..더 놀라우 것은 니모보다 더 뛰어나다,3.0,1
문라이트,뭐가 될지 스스로 결정해야 되...그 결정을 남에게 맡기지 마,3.0,4
인천상륙작전,리암니슨 불러 놓고 이렇게 밖에 사용 못하나?,1.5,1
설리: 허드슨강의 기적,직업윤리와 상황윤리중 어느것이 먼저?,3.0,2
라이언,실화여서 감동도 있고 좋았지만 딱 거기까지.... 여운도 함께 있었더라면...,2.5,4
인디펜던스 데이: 리써전스,속편까지 나올 것 까지는 없었는데..,2.5,2
어느날,임팩트가 부족하다,3.0,1
서울역,평하기에 미완성 느낌,2.0,1
라이트 아웃,불꺼지면 당연히 무서운건데 이 영화는 불이 꺼저도 안무섭다,2.5,4
트랜스포머: 최후의 기사,최후의 기사처럼 시리즈도 최후가 되면 좋겠다,1.5,1
킹 아서: 제왕의 검,원톱의 무게감이 아쉽다,2.0,3
킬러의 보디가드,재미 액션 다 잡았지만 그래도 허전한 이유는 ?,3.0,3
조선명탐정: 흡혈괴마의 비밀,영화도 허당 허세가 난무,2.0,1
브라이트,나는 전설이다의 윌스미스가 재기를 나섰지만 너무 늦은 타이밍,1.5,2
박열,품위있고 격이 있는 숭고한 사랑을 만든 이준익 감독의 최고작,3.5,2
에너미,제이크 질렌할 하나 믿고 끝까지 본 영화,3.5,2
러닝 스케어드,폴 워커 영화중 갑,2.5,1
완전한 세상,영화 분량을 위해 하루에 총 두 방을 맞고도 죽지않고 끝까지 대사 다 하고 가는 케빈,2.5,1
폴리스 스토리 3 - 초급경찰,이 전 편들에서는 장만옥이 보조 역할로 그쳤다면.. 시리즈중 최고가 될 수 있었던 3편은 성룡을 능가한 양자경이 수훈갑,3.0,2
서유기 : 모험의 시작,주성치가 나와야 진짜 주성치 영화로 인정,2.5,1
크로싱,헬조선이라고 하는 땅이라도 태어난거에 감사하자,3.0,2
해안선,장동건 영화중 최고,3.0,2
존 큐,미국땅에서 흑인 아버지로 산다는 건?,2.5,1
톱스타,영화에 톱스타가 안 나오는게 함정,0.5,1
열한번째 엄마,가족영화라고 하기에는 모호히다,2.5,2
돼지가 우물에 빠진 날,홍상수감독이 누군지 송강호배우가 누군지 모르고 보던 영화,3.0,2
윈드토커,오우삼이 급기야 전쟁영화를 찍다니,2.0,1
웨이 백,탈북민들에게도 배려를,3.0,1
책도둑,책속에 길이 있다,3.0,1
제이. 에드가,클린트이스트우드와 디카프리오의 의리로 끝까지 뵜다. 조직의 보스가 레전드가 되기 위한 발악,3.0,1
킹콩,킹콩은 이해가 가는데 금발여인은 이해가 안간다,3.0,2
레드 독,래드독의 연기가 개이면서 감동,3.0,2
차형사,어디서 웃으라는 건지...,0.5,1
조폭 마누라,이 영화가 성공한게 신기하다,1.5,1
투캅스,"형사물중 최고 코미디 최고 투톱인 안성기, 박중훈",2.5,3
CJ7 - 장강7호,미국에 짐캐리가 있다면 동양에는 주성치가 있다,2.5,2
YMCA 야구단,저평가된 영화중 하나,3.0,2
조용한 가족,한국에도 이런 블랙코미디가 있다니,3.0,3
엽기적인 그녀 2,왜 속편을 만든걸까? 차태현은 전지현도 없는데 왜 나온거야?,0.5,1
고교 얄개,이 영화를 기억하는 난 옛날사람,2.0,1
햄릿,연극을 보듯 완벽한 대사전달,3.0,1
