제목,내용,평점,좋아요 수
의천도룡기,이 영화는 속편이 20년이  넘도록  안나오는 거와 이연걸의 무공을 다시는 볼 수 없다는 것,3.0,2
신과함께-인과 연,쌍천만은 무리...전편과 다를 바 없는 속편..그래도 다음편이 나오면 또 볼 것 같다.,2.5,3
더 로프트 : 비밀의 방,그놈이 그놈하고 다를 바 없는 뻔한 결말,2.5,2
오비터 9,정말 우주선 내부부터 스토리까지 모든 것이 빈약하다..,1.5,2
데드풀 2,더 이상 시리즈는 만들지 말았으면 ...장르가 모호해 졌다,2.0,4
미션 임파서블: 폴아웃,톰크루즈의 스턴트액션 연기가 대단했던 것에 비하면  스토리 라인이 많이 아쉽다.,3.5,5
탐정: 리턴즈,그마저 1편보다 못한 2편은 왜 만든거니?,1.0,2
인랑,늑대와 인간의 싸움에서 과연 누가 더 짐승보다 못하고 인간보다 더 교활한가?,2.5,2
허스토리,날 열일곱살 때로 돌리 도...그 어떤 보상으로 할머니들을 위로할 수 있을까?,2.5,2
마녀,분명 니키타보다 루시보다 진보된 강렬한 액션과 연기가 더해진 새로운 한국영화 시리즈물 탄생,3.5,3
엔테베 작전,영원한 승자도 패자도 없는 명확한 정의도 사라진 역사의 아이러니,3.0,2
로스트 인 스페이스,그 시대 영화인점을 감안하면 충분히 잘 만들어진 영화이지만 서둘러 마무리를 지어 끝낸듯한 허술함은 옥의 티,3.0,1
타우,그냥 어디서 본것들 이리저리 짜 맞춘 영화에 불과...넷플렉스가 얼마 되지도 않아 점점 바닥을 보이고 있는듯...인공지능에게도 갑질해대면 뱉어낸다는 교훈,2.0,4
종말의 끝,실로 각본이 종말의 끝을 보여주었다...비슷한 영화를 만들거면 왜 자꾸 만들어내는지 알수가 없네...,2.5,3
노크: 초대받지 않은 손님,BGM 음악 상당히 좋았던 반면에 영화는 그에 따르지 못하는 아쉬움...1편보다 주인공들은 용감해졌지만 이 영화 컨셉이 살인마들에게 무기력하게 죽는 것이 컨셉인것 같음,2.5,3
베스와 베라,전반에 나름 좋은 출발이었으나 중반부터는 여기저기서 CTR+V,3.0,2
이름없는 새,남자 참 볼 줄 모르는 토와코..그렇게 남자들에게 당하고도 눈 앞에 있는 진지를 떠나 보내다니...그런데 진지는 죽을 필요가 있었을까?,3.0,5
제일브레이크,지금까지 보지 못한 리얼 어설픈 민망한 레알 액션에 치가 떨린다,1.0,1
아무 일도 없었다,과연 마지막으로 살아남은 친구는 아무 일도 없었던 것처럼 살 수 있었을까? 과연 진짜 나쁜 놈들은 누구였는지...,3.0,3
트루스 오어 데어,결국 올리비아는 세계 최고 민폐녀였다.,2.5,2
램페이지,때려 부시는 영화에 무슨 의미를 찾으려들 하십니까?,1.5,6
독전,원작보다는 화려해졌으나 비장함은 따라가지 못한 아쉬움,2.5,1
버닝,청춘은 다 같은 청춘인데 달라도 너무 다른 청춘같지 않은 간극,3.0,3
그링고,허접한 각본이 배우들의 연기력을 지워버린 예,2.5,4
킬링 지저스,믿지도 않고 잘 알지도 못하면서 왜 만든건지...,2.0,2
더 로저스,어딜 감히 디아더스에 비교를 하다니...저택안에서만 일어나는 공포물은 모두 컨저링이 된다고 믿는 감독이 만든 영화,0.5,1
툼레이더,CG의 힘으로 성룡을 능가하는 스턴트 연기가 가능했던 라라를 보면서... 액션이 전혀 감동이 없다,1.0,3
12번째 솔저,노르웨이 사람들의 목숨을 건 신념과 희생이 없었더라면 지금의 평화도 없었을 것...그런  와중에도 밀고자는 어디든지 있었다는 씁쓸한 역사,2.5,3
판타스틱 우먼,마리나여서 슬픈걸까? 아니면 다니엘이어서 슬픈걸까? 도대체 그들의 편견의 끝은 어디까지인건가?,3.0,3
투모로우랜드,최고의 천재 과학자 데이빗이 지구종말을 대비해 만든 유토피아 투모로우랜드지식보다 상상력을 앞세운 꿈꾸는 사람들이 모여 사는 곳...그 곳은 과연 또 다른 대립이나 종말이 존재하지 않는 영원한 신세계가 될 수 있을까?,2.5,4
스펙타큘라 나우,셔터가 정신을 차리고 에이미를 찾아 왔을 때 에이미의 표정이 모든 걸 말해 주는 장면...한번 관계가 깨지고 나면 다시 복원하기 힘든 것이 신뢰 혹은 사랑이다,3.5,1
태백산맥,임권택감독의 연출로는 벅찼던 이념과 사상의 방대한 스토리,3.0,1
콰이어트 플레이스,소재는 참신했으나 무리한 설정들이 난무한데다 지루함은 덤으로...,2.5,4
엔드 오브 데이즈,감독은 영화를 만들기 전에 여름성경학교라도 다녀오고 만들었어야 했다. 짐승의 수 666을 뒤집어 999로 읽을 때 실소가 터졌다...은하철도 999도 아니고 막 가져다 붙이기는...지금보니 아놀드 연기도 참 일관성 있게 변함이 없네..,0.5,2
아메리칸 사이코,크리스찬베일 첫 주연역이 싸이코패스...올누드에 전기톱 들고 복도에서 뛰어가는 장면은 충분히 섬뜩했다.,3.0,8
내일의 기억,사에키와 에미코중 누가 더 불행한 걸까? 사에키의 눈물보다 에미코의 눈물이 더 마음에 뜨겁게 와 닿는다.  와타나베 칸과 사에키 에미코의 연기가 진중하고 애잔하기만하다,3.5,2
지상 최대의 작전,적에게나 아군에게나 그 날은 '가장 긴 하루'(The Longest Day)가 될 것이다(롬멜) 스펙타클은 이런 영화에 붙이는 것이다.,4.0,1
화씨 451,책을 멀리한 인류는 생각없이 살게 되고 결국 영혼까지 잃어버리게 된다,3.0,2
덕구,이순재 노배우님의 열정을 봐서 너무 뻔한 내용을 용서한다,2.0,2
소공녀,가사도우미 일의 일당은 4만5천원 2014년 담배값이 오르고 집세도 오르고 술값이 오를때마다 미소가 살아야 할 집은 보증금도 없고 전기도 안들어 오는 월10만원의 집도 살 수 없어 결국 텐트에서 살 수 밖에 없는 미소의 얼굴엔 언제나 미소띈 얼굴을 볼 수 있을까?,3.5,2
"그날, 바다",유가족들이 말한 대로 그날바다도 가설중의 하나일뿐...유가족들과 국민들은 가설이 아니라 그날의 명확한 진실을 알고 싶어한다. 5.18광주사태처럼 얼마나 기다려야 진실이 밝혀질까? 하루빨리 진실이 바다위로 부상하기를....,3.5,5
피아노,피아노가 무겁다는 이유로 해변가에 버리고 떠나는 센스도 사랑할 자격도 없는 스튜어트라니....베인즈가 이길 수 밖에 없는 사랑게임,4.0,4
마지막 황제,어린나이에 일찍 권력에 맞들인 황제 푸이 ...동생에게 황제를 증명한답시고 환관에게 명령하여 먹물을 먹이는 모습에 싹수가 노랗고 엄마도 남보듯 하더니 커서는 일본 특무기간원의 감언에 속아 만주국 집정원 노릇하다 2년후 꼭두각시 황제로 등극 결국 일본 패전으로 10년간 옥살이...혼자서는 신발하나 제대로 신지도 못하는 천치바보였다. 그래도 황제가 좋을까?,3.5,3
그레이스 오브 모나코,그레이스켈리의 미모도 분명 한 몫했다에 한표..니콜키드먼의 그야말로 눈부신 연기가 빛을 발하다.,3.0,1
바람 바람 바람,감히 우디엘런이 닮고 싶어 흉내는 내 보았지만 결국 대중들에게 바람만 맞았다,2.0,2
오베라는 남자,죽지 않으려면 죽을만큼 버텨야 해...소냐라는 여자를 만났기에 오베라는 남자가 있었다,4.0,3
석양의 건맨,리 반 클리프와 클린트 이스트우드의 조합은 메시와 호나우두의 조합과도 같은 콤비네이션,3.0,2
이벤트 호라이즌,우주 괴물 에이리언이 나오는 것 보다 더 공포스러운 샘닐의 분장된 얼굴,3.5,2
거미숲,기억을 더듬어 긴 터널문을 열어보니 의문의 그 놈이 있었다,3.0,2
파 앤드 어웨이,"이 영화가 '청소년 관람불가'라는 게 어이없다...""그녀의 아름다운 눈은 끔찍한 저주였다네. 그가 죽은 지 3일 만에 돈주머니를 들고 튀었다네...""이 노래가 4번이나 나오는데 그 시대는 죽음 앞에서도 남자인척...남자는 땅이 있어야지...",3.5,3
2001 스페이스 오디세이,인류가 달에 가기도 전에 만들어졌다는 사실과 스탠리큐브릭감독의 인류의 기원과 진화에 대한 장대한 상상력에 두번 놀란다,4.0,5
루비 스팍스,매일 새로운 사랑을 할 수 있다면 그것은 행복일까? 불행일까?,3.0,3
이장호의 외인구단,당시 한국영화의 수준을 말해 주는 영화,0.5,1
공모자들,영화 말아먹기로 공모한 배우들과 영화사,0.5,3
닥터,출연한 배우도 배우지만 연출한 감독과 제작기획한 회사가 참 대단한 것 같다,0.5,1
살인소설2: 다시 시작된 저주,제목만 빌린 속편으로 요행을 바랜 염치없는 감독같으니라구,1.0,1
시간위의 집,김윤진 배우만 가지고는 역부족인 시간들,2.5,1
영웅,배우들이 영웅이 되고 싶었던 영화,3.0,3
적벽대전 1부 - 거대한 전쟁의 시작,"처음부터 감독을 오우삼에게 맡길 때 예견되었던 일들..하얀 비둘기, 현란한 공중 회전 갈라차기 등..미션임파서블2도 곡예영화로 만들더니..스케일말고는 딱히 ..배우들 배역도 연기를 떠나서 매칭이 안되고..유비같은얼굴을 한 조조라니..오히려 장첸을 조조로 쓰지..",3.0,1
시,그 곳은 어떤가요? 얼마나 적막한가요? ...나는 꿈꾸기 시작합니다...그렇게 시를 통해 미자는 희진이를 다리위에서 만난다,4.0,5
시크릿,배우들의 액션보다 연기가 과한 영화,2.5,2
터미네이터: 미래전쟁의 시작,크리스찬 베일이 출연한 것을 후회하게 한 영화,2.5,2
군도:민란의 시대,하정우 강동원으로도 안되는 건 안되는거다,1.5,1
"나, 다니엘 블레이크","비인간적인 시스템에서 비인간적인 학습을 배운 결과로 도우미의 역할을 해야 할 그들이 오직 절차와 원칙만을 되새기질하며 기계처럼 작동하는 그들의 저지속에서도 ""우리한테는 잠시 기댈 바람이 필요할뿐""이라고 자신보다 더 어려운 사람들을 도와 주던 다니엘 블레이크가 원했던 것은 인간답게 자존심을 버리지 않고 끝까지 지키며 살고 싶었던 것 뿐",4.0,2
연을 쫓는 아이,아미르는 화해와 용서를 구하기 위해 놀랄만한 용기를 발휘하지만 죽은 하산에게 보상이 되었을까? 아미르의 아버지는 하산의 아버지 알리에게 죄를 짖고 아미르는 하산에게 죄를 뒤집어 씌우고...아미르의 마지막 용기로 길고 긴 악연이이젠 끝났기를..,3.5,1
당신의 부탁,무언가를 선택한다는 건 또 다른 것을 포기하는 것이고 무언가를 포기한다는 것은 또 다른 새로운 것을 받아들인다는 것,2.0,1
해피 어게인,엄마를 잃은 슬픔보다 아내를 잃은 고통으로 우울증에 빠진 아빠를 또 다시 잃게 될까봐 울던 아들의 슬프고도 두려운 눈물의 호소가 약물치료와 전기충격보다 더 강했다,3.5,4
우리들의 일그러진 영웅,최선생이야 말로 그 시대 일그러진 영웅이었고 그 수하에서 엄석구 같은 급장이 담임노릇을 할 수 있도록 부추겼으며 5학년 2반 아이들은 모두 동심이 파괴된  채 일그러져있었다,3.5,1
보디가드,가수 휘트니 휴스턴이 배우 캐빈코스트너를 모든 점에서 압도하다,3.0,2
빽 투 더 퓨쳐 3,마지막 시리즈라 아쉬운데 내용도 전작보다 못해 더 아쉬운 영화,3.0,2
머털 도사,한국 에니를 대표할 만한 케릭터와 내용도 교훈적이라 굿,3.0,1
반딧불이의 묘,세이타 세즈코는 조국을 원망하는 수 밖에...,3.0,1
칵테일,톰크루즈가 못하는게 도대체 뭘까?,3.0,1
영웅본색 2,주윤발을 다시 써 먹기 위한 그들의 궁색한 이유같지 않은 변명이 허탈하기까지 하다,2.0,4
위험한 정사,미저리보다 아주 강력한 여자의 집착이 주는 진절머리,3.5,1
가을 날의 동화,총을 안들어도 멋있었던 주윤발,3.0,2
이티,당시 한국은 가난한 나라여서 이 영화를 수입하지 못했다는 세계뉴스시간을 통해 세계흥행 소식만 들었었던 기억이...,3.0,1
나는 할렐루야 아줌마였다,실존 인물을 전기로 하는 영화는 무엇보다 인물 씽크로율이 기본인데 너무 안 맞다,3.0,1
콜럼버스,지적이고 감각적인 연출로 비대칭적인 관계를 치유하다,3.0,5
키핑 룸,전쟁에 참혹함을 여인들이 제대로 느끼기엔 악당들이 한참 모자랐다,1.0,2
냉정과 열정 사이,아오이가 열정대신 냉정을 주게 한 영화,2.0,2
크리미널 스쿼드,천하의 깡패형사 제라드 버틀러가 어린 딸과 혜어진 후 차에서 우는 장면이 꼭 필요했을까?,2.0,5
호랑이보다 무서운 겨울손님,영화 속 주인공 경유가 소설을 쓰는 것이 힘들까? 아니면 이광국감독이 영화를 제대로 잘만드는 것이 힘든 걸까?,1.0,4
툼스톤,발킬머가 이토록 멋있게 나온 영화가 있던가?,2.5,2
눈꺼풀,"""어린 놈이 여긴 뭐하러 왔어""하는 노인의 물음에 ""떡먹으로 왔어요""라고 말하는 소년의 대답에 먹먹하기만 하다",3.0,4
레디 플레이어 원,거장 스티븐스필버그의 능력의 한계는 어디까지인지 노장이 만들어 낸 영화라고는 믿을 수 없을 만큼 시대를 아우르고 넘나드는 그의 보폭을 따라가기에 숨이 차다.,3.5,4
록키 2,"감독,각본,주연을 한 실베스타가 진정 챔피언",3.0,2
은하철도 999 - 극장판,철이 얼굴은 TV판이 더 정감이 있었는데,4.0,3
소권괴초,"취권이,사형도수 성공에 이어 감독으로 전면에 나서 찍은 시리즈 마지막편인 영화",3.0,1
사형도수,성룡도 사부도 악당도 그대로인데 취권과 달라진것은 권법하나,3.0,2
오멘 2,검은 개에서 검은 까마귀로 ..전편의 내용을 비교적 잘 이어 낸 속편,3.5,2
철십자 훈장,아무 의미없는 철십자 훈장을 얻기 위해 그들이 잃은 것이 너무 많다,3.0,2
진짜 진짜 좋아해,당시 임예진은 지금의 손예진보다 더 대단했었는데..,2.5,1
엄마 없는 하늘 아래,영화 제목부터 너무 슬프다,2.5,2
엑소시스트 2,린다블레이어를 내세워 흥행을 노렸으나 이미 린다블레이어가 너무 커버렸다는,2.0,1
