제목,내용,평점,좋아요 수
미요코,만화와 영화가 만나는 가장 인상적인 방식 중 하나.,4.0,6
미스틱 리버,클린트 이스트우드의 가장 어두운 걸작.,4.5,200
미스트,10년이 지나도 이 영화의 결말은 또렷하게 떠오를 것 같다.,4.5,1412
미스 리틀 선샤인,붕대 같은 영화.,3.5,385
미션 임파서블 : 고스트 프로토콜,피부에 짝짝 달라붙는 서스펜스.,4.0,212
미드나잇 인 파리,비관주의자의 낭만주의.,4.0,1333
문라이즈 킹덤,웨스 앤더슨이 축조한 사랑스런 인형의 왕국.,4.0,454
무산일기,인물의 뒷모습이 가장 인상적으로 담긴 한국영화.,4.0,41
멋진 하루,정량분석과 정성분석이 모두 좋은 화술.,4.0,206
말죽거리 잔혹사,"장려했으니, 우리 그 낙일!",4.0,84
만추,결국 사랑은 시간을 선물하는 일.,4.5,1556
메모리즈,"17년만의 국내 상영, 그 짜릿했던 매력이 여전할까.",4.0,38
마터스: 천국을 보는 눈,호러의 어두운 그림자에 어른거리는 염세적 화인(火印).,4.0,152
마츠가네 난사사건,부정하고픈 세상 속에 내가 들어앉아 있을 때의 딜레마.,4.0,15
링컨,정치란 때로는 최악을 피하기 위한 차악의 모색.,4.0,153
로큰롤 인생,저렇게 노래하고 싶다. 그렇게 죽고 싶다.,4.0,31
로나의 침묵,꿈보다 연민.,4.0,60
라푼젤,'아바타' 이후 최고의 3D 영화.,4.0,386
라스트 데이즈,전인미답의 길을 가는 구스 반 산트.,4.0,33
라디오 스타,쉽다. 깊다. 좋다. 마음을 가져간다.,4.0,404
디어 한나,영국 대중문화의 절대우위는 록밴드와 배우.,4.0,27
드래곤 길들이기,"그러니까, 가끔은 3D로 봐야만 하는 영화가 있어요.",4.0,550
드라이브,능수능란한 변박(變拍)의 쾌감.,4.0,282
돼지의 왕,"재작년엔 '똥파리', 작년엔 '김복남~', 그리고 올해는!",4.0,120
똥파리,모든 장면에 다이너마이트가 장착되어 있다.,4.0,304
도쿄 소나타,아주 특별한 오프닝과 엔딩.,4.0,86
도쿄!,"오! 봉준호, 악! 카락스, 에~ 공드리.",4.0,382
도둑들,일일이 탄력을 부여하며 공 10개를 흥미진진하게 저글링한다.,4.0,373
데쓰 프루프,'The End'가 뜨면 나도 모르게 박수를 치게 된다.,3.5,551
더 헌트,공동체 안에서 인력이 척력으로 변하는 순간의 폭력에 대한 섬뜩한 보고서.,4.0,750
더 차일드,윤리로 작동하는 카메라.,4.0,59
더 브레이브,자신이 믿지도 않는 이야기도 황홀하게 그려낼 수 있는 코엔.,4.0,118
대단한 유혹,"하나를 위한 전부, 전부를 위한 하나.",4.0,21
다크 나이트 라이즈,장중하고 우아한 마무리.,4.0,687
다이 하드 4.0,우려에서 환호로.,4.0,116
다른나라에서,외국관객들은 제대로 못 느낄 뉘앙스까지 만끽하는 한국관객의 복.,4.0,212
누구의 딸도 아닌 해원,가봤던 곳과 해봤던 일인데도 번번이 미끄러지는 처연함.,3.5,242
남영동1985,강력한 영화. 바닥까지 흔든다.,3.5,144
"나의 친구, 그의 아내",죽비처럼 내리친다.,4.0,20
나무없는 산,무표정은 오래 견디는 자의 표정이다.,4.0,59
김복남 살인사건의 전말,올해 가장 파워풀한 한국 영화!,4.0,198
그때 거기 있었습니까?,우스꽝스러운 현실의 끝에서 마술 같은 도약을 보여준다.,4.0,16
그녀를 믿지 마세요,이 영화는 믿으세요.,3.5,354
귀향,'라이브 플레쉬'에서부터 알모도바르 작품은 다 좋다.,3.5,74
굿 셰퍼드,로버트 드니로가 만든 '대부'.,4.0,38
굿바이 칠드런,오래 전 그날의 냄새와 공기까지 기억한다.,4.0,68
"광해, 왕이 된 남자",대중영화의 모범적 연기와 화술. 반듯하고 번듯하다.,3.5,371
공기인형,생(生)의 박동과 숨결을 쇼트마다 아로새긴 그 리듬.,4.5,170
고지전,한국전 소재 영화들에 대해 시큰둥했던 심정을 일소한다.,4.0,366
꼬마 니콜라,눈에 넣어도 안 아플 것 같은 영화.,3.5,290
고고70,이런 음악 영화를 충무로에서 보고 싶었다.,4.0,131
건축학개론,각질 하나 없이 생생한 감성의 결.,4.0,480
거기엔 래퍼가 없다,어디서 무엇이 되어 다시 만나리.,4.0,12
강령,섬뜩한 게 어떤 건지 너무 잘 알려주는 구로사와 기요시.,4.0,24
겨울왕국,중독적인 노래들과 낭만적인 겨울풍광의 위력.,3.5,258
월터의 상상은 현실이 된다,마침내 현실이 상상을 넘어설 때의 해방감.,3.5,1524
변호인,송강호라는 거인의 사자후.,3.5,484
잉투기,신선한 소재와 경쾌하게 분출하는 에너지.,3.5,92
올 이즈 로스트,지독한 미니멀리즘 속의 시퍼런 실존.,3.5,42
쇼를 사랑한 남자,고개를 절레절레 젓게 하던 인물에게 결국 끄덕이게 만드는 연기.,3.5,34
소원,효과 대신 배려. 활용 대신 예의. 기술 대신 태도.,3.5,353
러시안 소설,호숫가에 서린 새벽안개처럼.,3.5,27
컨저링,재료를 다 공개하고도 먹음직스런 음식을 만드는 요리사처럼.,3.5,159
우리 선희,내가 누구인지 말할 수 있는 자는 누구인가.,3.5,329
황혼의 사무라이,캐릭터만 바꿔도 장르는 새로워진다.,3.5,21
황색 눈물,이별의 순간을 바라보는 이누도 잇신 시선의 온도.,3.5,34
화차,한 순간도 핵심에서 벗어나지 않는다.,3.5,434
호우시절,낭창낭창 사뿐사뿐 허진호.,3.5,86
호빗 : 뜻밖의 여정,미답의 새로운 영상체험을 향해 한 걸음 더.,3.5,97
호로비츠를 위하여,한발 한발 성실하게 전진하는 드라마.,3.5,44
"혜화,동",삶의 침전물에 대한 골똘한 응시.,3.5,70
형사 Duelist,도돌이표의 주술. 그래도 이명세는 세상에서 한 명뿐.,3.5,72
헤어드레서,주인공이 잘 되길 내내 응원하면서 보게 된다.,3.5,28
"행복한 엠마, 행복한 돼지 그리고 남자",인간의 더운 피가 흐른다.,3.5,11
해프닝,아직도 샤말란은 남들이 갖지 못한 것을 갖고 있다.,3.5,87
하프웨이,기분좋게 간지럽다.,3.5,67
하비의 마지막 로맨스,(레니 크라비츠 곡명처럼) It ain't over till it's over.,3.5,11
하류인생,역사의 그물에서 갓 건져올린 펄펄 뛰는 에피소드들.,3.5,32
하늘에서 음식이 내린다면,픽사가 마음을 놓을 수 없는 이유.,3.5,100
피터 팬의 공식,데뷔작에서 기대하는 건 바로 이런 것.,3.5,12
피에타,"강렬한 라스트신, 마음 속 붉은 줄 긴 꼬리를 남기다.",3.5,168
피쉬 스토리,음악의 힘에 대한 감동적인 과대망상.,3.5,11
플레이스 비욘드 더 파인즈,마침내 떠나는 소년의 뒷모습을 그저 응시할 수밖에.,3.5,213
플라이트 93,시속 4km에서 시작해서 시속 800km로 끝난다.,3.5,125
프리다,고통과 창작력 사이의 상관관계에 대하여.,3.5,49
프레스티지,흥미롭고 신비로운 반전.,3.5,174
폭력써클,"미학적으로 옳고, 메시지도 강력하다.",3.5,28
팩토리 걸,전락의 스펙터클.,3.5,15
패션 오브 크라이스트,멜 깁슨의 집념 혹은 아집.,3.0,271
퍼시픽 림,로봇이 바다로 성큼성큼 걸어들어갈 때의 두근거림.,3.5,267
파이터,조연들이 주연이다.,3.5,93
파라노말 액티비티,보이지 않는 것을 보도록 만드는 영리한 리액션 호러.,3.5,125
파닥파닥,인상적인 표현력과 예민한 감수성의 애니메이션.,3.5,123
틴틴: 유니콘호의 비밀,어드벤처 장르물로서 끝장을 보겠다는 듯이.,3.5,60
트로이,신들이 떠난 자리에서 벌이는 인간들의 전쟁.,3.5,129
투야의 결혼,이국의 처절한 비극을 쾌적한 멀티플렉스에서 보는 미안함.,3.5,6
토끼 울타리,스크린을 찢고 나오는 실화의 힘.,3.0,9
태극기 휘날리며,'쉬리'만큼 매끈하고 '쉬리'처럼 아쉽다.,3.5,136
타운,도시 범죄를 실감나게 그린 장르영화의 매력.,3.5,66
킹스 스피치,흥미로울 것 없는 소재를 흥미롭게 만들어내는 솜씨.,3.5,476
크로니클,초능력 설정으로 선명히 살려낸 10대의 어두운 에너지.,3.5,292
크레이지 하트,찰나에 세월을 담아 연기하는 제프 브리지스.,3.5,17
콜드 마운틴,안소니 밍겔라는 자연과 인간을 조화시킬 줄 안다.,3.5,46
코파카바나,포근한 코미디에도 잘 어울리는 이자벨 위페르.,3.0,34
카페 느와르,간신히 존재하는 것들에 대한 영화물리학 실험.,3.5,34
카운트다운,2004년의 최동훈 감독을 보는 듯!,3.5,23
카우보이 비밥 - 천국의 문,한국 애니메이션이 결여하고 있는 것.,3.5,166
카모메 식당,카모메 식당에 찾아가 오니기리를 먹고 싶다.,3.5,465
7급 공무원,끝까지 힘을 잃지 않는 유머의 동력.,3.5,79
최종병기 활,'활'을 제목으로 내세운 영화가 할 수 있는 거의 모든 것.,3.0,178
초(민망한)능력자들,센스 넘치는 넌센스 영화.,3.5,35
체인질링,"이스트우드 감독님, 그저 만수무강 하시기를.",3.5,95
준벅,무력함을 인정하는 순간 찾아오는 삶의 평화.,3.5,24
주노,"기억해야 할 이름, 엘렌 페이지.",3.5,232
"좋은 놈, 나쁜 놈, 이상한 놈",컴플렉스를 벗은 한국영화 액션.,3.5,242
조금만 더 가까이,낙엽과 포말의 감수성.,3.5,23
적인걸: 측천무후의 비밀,"서극, 작심하면 이 정도는 한다.",3.5,14
잠수종과 나비,인간은 상상력과 회상력의 날개로 비상한다.,3.5,62
작전명 발키리,'선수'가 만든 서스펜스.,3.5,59
1408,평범한 공간을 영화적으로 확장하는 법.,3.5,100
인 어 베러 월드,메시지에 걸맞는 좋은 연기와 사려 깊은 시나리오.,3.5,29
인디아나 존스: 크리스탈 해골의 왕국,먹을 것 많은 전통 상차림.,3.0,69
이퀼리브리엄,눈호강시켜주는 액션 장면 몇 개만으로도.,3.5,155
이층의 악당,잔재미로 빼곡.,3.5,90
이스턴 프라미스,100 %의 비고 모텐슨.,3.5,171
이끼,158분을 달리고도 소진되지 않는 에너지.,3.5,198
윈터스 본,'미스트'와 '더 로드'에 이어 3년째 연초부터 스산하고 먹먹.,3.5,51
웰컴,그 차가운 바다의 가녀린 휴머니즘.,3.5,8
월래스와 그로밋: 거대토끼의 저주,클레이 애니메이션의 느린 제작 속도만을 탓할 뿐.,3.5,114
월드워Z,좀비 서스펜스의 영리한 용례 모음집.,3.5,183
워 호스,전쟁을 소재로 삼고도 동화를 뽑아내는 스필버그.,3.5,141
우리 생애 최고의 순간,"충무로 대중영화, 다시 전진하다.",3.5,40
우리들의 행복한 시간,두 청춘스타의 빛나는 매력.,3.5,78
완득이,김윤석-유아인은 올해의 앙상블.,3.5,208
50/50,자기 연민에 빠지지 않고서 삶과 죽음을 말하는 법.,3.5,364
오션스 13,세련된 매너를 지닌 주최자의 파티에 참석한 기분.,3.5,94
오블리비언,잘 빠진 SF. 눈이 호사를 누리게 한다.,3.5,192
오! 브라더스,관객의 마음을 꿰뚫어본다.,3.0,30
영화는 영화다,거칠고 강렬한 동물적 에너지.,3.5,65
열혈남아,아! 나문희. 오! 설경구.,3.5,42
연애의 온도,이 죽일놈의 연애.,3.5,344
여자는 남자의 미래다,"이 차가움, 이 솔직함, 이 뻔뻔함.",3.5,60
여배우들,신선한 크림 같은 영화.,3.5,71
엘레지,욕망을 관조하는 시간.,3.5,8
A-특공대,액션 영화의 경공술.,3.5,67
어톤먼트,우아하면서도 감각적인 연출.,4.0,515
어메이징 스파이더맨,스파이더맨 2 > 스파이더맨1 >>> 어메이징 스파이더맨 >> 스파이더맨3.,3.0,506
애자,반짝반짝 최강희 별.,3.5,36
애니멀 타운,서늘하고 또렷하다.,3.5,19
악마는 프라다를 입는다,원작 소설보다 영화가 더 낫다.,3.0,261
아타나주아,"인류학자의 손, 신화학자의 눈.",3.5,5
아카시아,목질은 단단하진 않아도 수액은 진하다.,3.5,14
아이언맨,2008년 여름 블럭버스터 1번 타자의 깔끔한 1루타.,3.5,268
아빠의 화장실,급속히 부푼 공동체의 꿈은 얼마나 허망한가.,3.5,7
아라한 장풍대작전,클라이맥스 액션 신만 좀 짧았더라면!,3.5,117
싱글 맨,톰 포드가 건설한 감각의 제국.,3.5,235
심슨 가족: 더 무비,유쾌한 패러디의 바다.,3.5,107
실버라이닝 플레이북,제니퍼 로렌스의 동년배 최강연기. 브래들리 쿠퍼의 경력 최고연기.,3.5,610
실락원,그토록 화제가 됐던 영화도 이렇게 뒤늦게 개봉하게 되니.,3.5,18
신의 소녀들,크리스티안 문주의 집중력은 여전히 무서울 정도.,3.5,16
신세계,그래도 부인하기 어려운 장르영화의 쾌감.,3.5,476
시리아나,냉철한 지성으로 묘파한 석유의 정치학.,3.5,20
슬럼독 밀리어네어,흥미로운 스토리와 번쩍이는 연출 끝의 감동 한 스푼.,3.5,234
스플라이스,설마설마했는데 결국 끝까지 가더라는.,3.5,189
스트레인저 - 무황인담,눈-비-바람을 부리는 일급 액션.,3.5,31
스타트렉: 더 비기닝,SF 순도 99%.,3.5,173
스타스키와 허치,촌티를 재미로 바꿔낸 경찰 액션 영화.,3.0,8
스카이 크롤러,다음 세대를 바라보는 안쓰러움과 미안함.,3.5,22
스위니 토드: 어느 잔혹한 이발사 이야기,눈물처럼 쏟아지는 핏물.,3.0,204
슈퍼 에이트,"이 우악스러운 여름 블럭버스터 시즌에, 귀여워!",3.5,69
슈퍼배드,픽사의 세컨드 유닛이 만든 것 같은 퀄리티.,3.5,118
소스 코드,"8분을 8초처럼 쓰기도 하고, 80분처럼 쓰기도 한다.",3.5,466
소년 메리켄사쿠,미친 록음악 영화의 골때리는 재미.,3.5,12
썸머워즈,호소다 마모루의 여름 안에서 살고 싶다.,3.5,705
선샤인 클리닝,모든 것을 믿게 만드는 에이미 아담스의 무구한 얼굴.,3.5,76
선샤인,걸작이 될 뻔했다.,3.5,209
싸이보그지만 괜찮아,희망 없이도 힘을 내는 법.,3.5,180
사운드 오브 노이즈,희대의 뮤직 케이퍼무비가 선사하는 참신한 오락.,3.5,15
사생결단,체액으로 현상한 것 같은 영화.,3.5,39
사랑할 때 버려야 할 아까운 것들,늙어가는 것을 사랑할 줄 아는 로맨틱 코미디.,3.5,79
사과,세상의 그 모든 연애들을 다 떠올리게 하는 사실감.,3.5,65
비카인드 리와인드,이상적 영화만들기에 대한 공드리의 백일몽.,3.5,55
비지터,리처드 젠킨스의 조용한 카리스마.,3.5,9
블러디 선데이,불끈 쥔 주먹을 한번도 펴지 않는 영화.,3.5,28
브로큰 임브레이스,알모도바르의 격렬한 짝짓기의 세계.,3.5,19
브라더후드,요동치는 플롯의 속도감.,3.5,7
불청객,충무로 주류SF가 겨울잠 자는 사이에 누군가의 골방에선!,3.5,45
불신지옥,한국 공포영화에 대한 희망을 버릴 수 없는 이유.,3.5,194
부러진 화살,한국의 법정이라는 부조리 코미디.,3.0,117
볼트,디즈니 애니메이션의 여전한 저력.,3.0,38
벤자민 버튼의 시간은 거꾸로 간다,실크처럼 매끄럽고 벨벳처럼 우아하다.,3.5,275
베오울프,오래된 이야기와 새로운 기술이 이물감 없이 멋지게 어울렸다.,3.5,42
번 애프터 리딩,아무 것도 아닌 걸로 흥미진진하게 말할 수 있는 달변.,3.5,219
밴드 비지트 - 어느 악단의 조용한 방문,일용할 위안.,3.5,5
127 시간,차-포 떼고 두는 장기에 더 흥미를 느끼는 대니 보일.,3.5,73
밀크,숀 펜에겐 아직 안 보여준 얼굴이 얼마나 더 있을까.,3.5,68
밀레니엄 : 여자를 증오한 남자들,"리스베트 살란데르, 혹은 루니 마라의 굉장한 매력.",3.5,231
믹막: 티르라리고 사람들,오래 신뢰를 다진 사람들이 즐겁게 일하는 현장 풍경이 떠오르는 듯.,3.5,21
미 앤 유 앤 에브리원,그래도 아직 열어젖히지 않은 시간만이 희망이다.,3.5,27
"미안해, 고마워",네 편의 단편이 골고루 좋다.,3.5,16
미스터 브룩스,연쇄살인 소재로도 가족을 이야기할 수 있다.,3.5,56
뮌헨,원죄는 가해자의 피해의식.,3.5,108
묵공,예의바른 전쟁영화.,3.5,15
목격자,삶 전체의 피로가 담긴 하루.,3.5,13
메종 드 히미코,마음은 언제나 여진에 흔들린다.,3.5,229
메가마인드,픽사의 '인크레더블'에 대한 드림웍스의 대답.,3.5,186
로봇,뻔뻔하고 신선하다. 버스비 버클리의 SF 버전.,3.5,19
더 블루스 - 소울 오브 맨,영화를 보고나면 OST를 사게 된다.,3.5,4
더 리더: 책 읽어주는 남자,"욕조의 에로스, 깡통의 에티카.",3.5,290
호빗: 스마우그의 폐허,장대하거나 혹은 장황하거나.,3.0,104
헝거게임: 캣칭 파이어,밋밋하지만 튼튼한 교량 같은 속편.,3.0,118
카운슬러,의미의 소화불량.,3.0,61
롤러코스터,내내 낄낄대면서 보게 만드는 각본가로서의 재능.,3.0,227
관상,무거운 이야기를 지탱하느라 쉴새없이 발놀림.,3.0,130
가시꽃,백보에 대한 오십보의 분노와 탄식.,2.5,15
후회하지 않아,파격적 라스트신은 이 영화의 정체성.,3.0,29
효자동 이발사,호랑이 그리려다 고양이 그린 경우.,3.0,77
회오리 바람,대한민국에서 고교생들의 삶이란!,3.0,15
황당한 외계인: 폴,어쨌든 페그와 프로스트는 찰떡궁합.,3.0,80
호텔 르완다,영화를 압도하는 실화의 무게.,3.0,73
헬프,옥타비아 스펜서의 이름을 외우게 됐다.,3.0,173
헬보이 2: 골든 아미,캐릭터 디자인의 전시장.,3.0,68
헝거게임: 판엠의 불꽃,소재의 잠재력에 비해 아기자기하게 통제된 오락.,3.0,251
행오버,"기발한 전개, 아슬아슬한 웃음.",3.5,124
해운대,재난영화의 성선설.,3.0,90
해리포터와 죽음의 성물 1,시리즈 마지막 편을 남겨두고 미리 당겨서 해치우는 숙제.,3.0,184
해리포터와 불사조 기사단,시리즈의 피로가 느껴진다.,3.0,183
할람 포,"잘 자랐다, 제이미 벨.",3.0,66
한나,"그러니까, 굳이 액션영화일 필요는 없었던 성장영화.",3.0,106
하녀,"임상수, 이토록 서늘한 조물주.",3.0,73
하나,고레에다 히로카즈의 시행착오.,3.0,19
필립 모리스,햇살 가득한 게이 로맨스 코미디.,3.0,184
플레이,'원스'가 이끌어낸 트와이스.,3.0,24
플라이트플랜,시공간적 제약을 긴장의 연료로 삼았다.,3.0,106
프로포즈,"샌드라 불록, 최후의 개인기.",3.0,60
프로메테우스,리들리 스콧이 보여주는 놀라운 '돈의 맛'(을 빼면 평범한 우주괴담).,3.0,176
프라임 러브,사랑은 나이 차이조차 극복하기 어려울 만큼 약한 것.,3.0,24
폴리와 함께,즐길 수 있는 화장실 유머의 하한선.,3.0,7
포 미니츠,온화한 음악영화의 틀을 깨는 복잡한 심리 드라마.,3.0,15
페인티드 베일,부부는 무엇으로 사는가에 대한 고전적 해답.,3.0,77
페이스 메이커,스포츠 '휴먼' 드라마에 딱 맞는 소재.,3.0,14
페넬로피,동화가 필요한 봄날의 연인들을 위해.,3.0,75
퍼펙트 게임,스포츠 영웅을 어떻게 그려야 하는지 안다.,3.0,112
퍼니 게임,"""화난다면 그건 그대들이 지는 거~"".",3.0,108
파퍼씨네 펭귄들,뻔하면서도 유쾌하다. (Vice versa!),3.0,141
파이널 컷,좋은 아이디어. 묵직한 주제의식. 평범한 연출.,3.0,9
파란 자전거,착해지고 싶다.,3.0,5
트론: 새로운 시작,휘황하고 쿨한 광선 쇼.,3.0,70
톨스토이의 마지막 인생,역시 가정사는 남들이 함부로 재단해선 안된다는 것.,3.0,14
테이킹 우드스탁,"햇볕 좋은 일요일 오후, 늘어지게 낮잠 자고난 기분.",3.0,57
터미네이터: 미래전쟁의 시작,여름이라서 고마운 액션.,3.0,39
킹콩을 들다,사랑스러운 간절함.,3.0,33
킹덤,"머리는 '시리아나', 몸은 '람보'.",3.0,16
킬링 소프틀리,"선명한 주제의식, 날개 혹은 족쇄.",3.0,38
키핑 멈,엽기적 내용임에도 우아하고 넉넉한 영국 블랙코미디.,3.0,6
클로버필드,아찔한 현장감. 그래도 한번 더 볼 것 같진 않다.,3.0,214
크레이지,제한적인 여건 속에서 효율적 장르영화를 만드는 법.,3.0,12
퀵,개인기의 경연장.,2.5,33
퀴즈왕,개인기의 경연장.,2.5,15
쿵푸팬더 2,캐릭터의 매력으로 일단 2편까지는.,3.0,99
코스모폴리스,영화와 문학이 얼마나 다른 매체인지 새삼 확인.,3.0,41
컨트롤,음악으로도 삶의 난맥을 풀 수 없었던 락커의 비극.,3.5,25
캐리비안의 해적 - 세상의 끝에서,여름 블록버스터로 이의없음!,3.0,98
캐리비안의 해적 - 블랙 펄의 저주,'조니뎁스럽다'는 형용사도 가능할 듯!,3.0,235
칠판,"사미라 마흐말바프, 아직은 모흐센 마흐말바프의 딸.",3.0,10
초능력자,'언브레이커블' 모티브와 '해프닝' 이미지의 이식.,3.0,56
체포왕,능란한 코미디 연기와 수직 추격전의 재미.,3.0,20
청설,'그늘 없는 얼굴'이란 말의 뜻을 내내 실감할 수 있다.,3.0,120
천년여우 여우비,"""왜 애니메이션인가""란 질문에 ""왜 애니메이션이면 안 되나""로 답한다.",3.0,74
천국의 아이들,기획과 여건의 한계를 안고도 끝내 뭉클.,3.0,17
찰리 윌슨의 전쟁,솜씨 좋은 풍자에 이어지는 강자의 감상주의.,3.0,18
참을 수 없는 사랑,코엔 형제의 태작.,3.0,17
착신아리,촉각 호러.,3.0,36
차례로 익사시키기,영화 수비학자 피터 그리너웨이.,3.0,10
집행자,영화 밖의 현실에서 더 의미심장해지는 이야기.,3.0,10
GP506,로고스 대신 파토스.,3.0,18
"지금, 이대로가 좋아요",꾸준히 전진하는 배우들을 보는 기쁨.,3.0,40
전우치,"익살과 넉살, 능청과 딴청. 한국적 히어로를 보는 재미.",3.0,413
전설의 주먹,울고 싶은 아버지들을 위하여.,3.0,61
입술은 안돼요,모더니스트 거장의 푸근한 말년.,3.0,9
20세기 소년,(어쨌든) 2편을 기다리게 만든다.,3.0,13
은교,더 이상 내 것이 아닌 열망에 대하여.,3.0,303
의형제,남성 투 톱 영화에서 앙상블 좋은 두 배우를 보는 재미.,3.0,161
의뢰인,하정우를 신뢰할 수 있는 이유.,3.0,123
음란서생,"어수선한 초반, 재기발랄 중반, 통제불능 후반.",3.0,30
유령 작가,폴란스키의 현란한 잔기술.,3.0,12
유령 신부,팀 버튼 자신도 벗어나지 못한 '크리스마스의 악몽'의 자장.,3.0,49
웨이 백,살아있다는 게 얼마나 감사한 일인지 알게 한다.,3.5,50
웜 바디스,좀비에게 로맨틱 코미디의 예쁘장한 옷 입히기.,3.0,113
우아한 세계,뛰어난 배우 한 명이 한 작품에서 차지할 수 있는 비중의 극대치.,3.0,225
우리에겐 교황이 있다,"순하고 선하다. (혹은, 순순하지만 선선하진 않다.)",3.0,19
우리가 꿈꾸는 기적: 인빅터스,악센트보다 흐름이 중요하다고 믿는 이스트우드.,3.0,12
용의자X,발산하지 않고 수렴하는 류승범 연기를 보는 맛.,3.0,177
외출,이전 것은 떠났으되 새것은 아직 오지 못했다.,3.0,26
5x2,오종은 과대평가됐다.,3.0,21
연애,처절한 여성 수난극.,3.0,12
여행,청신한 로드무비.,3.0,6
열두 명의 웬수들,'그럼에도 불구하고 가족'임을 말하는 슬픈 코미디.,2.5,14
여섯 개의 시선,(당연히) 교훈적이고 (의외로) 재미있다.,3.0,47
8명의 여인들,여배우 8명 전체보다 존재감이 강한 감독.,2.5,31
에반 올마이티,아기자기한 재미를 집어삼킨 거대한 이야기.,3.0,29
언 애듀케이션,21세기의 펜으로 다시 쓴 '제인 에어'.,3.0,66
어웨이 프롬 허,사랑에서 추억을 제하면 무엇이 남을까.,3.5,36
어웨이 위 고,코엔 형제가 '노인을 위한 나라는 없다' 후 만든 '번 애프터 리딩'처럼.,3.0,18
어머니는 죽지 않는다,좀 더 정확한 제목은 '아들과 연인'.,2.5,3
악인,스릴러의 재미보다는 멜로의 매력을 더 갖췄다.,3.0,26
아홉살 인생,윤인호 영화의 체온.,3.0,17
아저씨,한국 액션영화의 새로운 감각.,3.0,162
...ing,매력적인 배우들이 풀어내는 뻔한 이야기.,3.0,35
아이스케키,과거의 진실은 현재의 클리셰.,3.0,14
아이덴티티,"강력한 반전, 텅 빈 영화.",3.0,446
아웃 오브 타임,끊임없이 간지럽히는 트릭의 재미.,3.0,5
아웃레이지,제 수족을 잘라내며 연명하는 조직이라는 괴물.,2.5,37
아내가 결혼했다,"화성으로 간 여자, 금성으로 간 남자.",3.0,72
심야의 FM,(어쨌든) 시종 몰아붙인다.,3.0,51
실미도,촌스럽지만 강력한.,3.0,126
"시네도키, 뉴욕",유작으로 만들어야 할 영화를 데뷔작으로 만든 감독.,3.0,116
스파이더맨 3,"블럭버스터의 탈을 쓴 성장영화, 멜로영화, 청춘영화.",2.5,120
수퍼맨 리턴즈,가장 종교적인 수퍼히어로 영화.,3.0,35
슈렉 포에버,이 정도로라도 시리즈를 끝내줘서 고맙슈렉!,3.0,117
숨,환부가 보이지 않는 통증.,3.0,17
서핑 업,펭귄은 애니메이션 장르에 잘 어울린다.,2.5,6
써니,노래와 춤을 어떻게 넣어야 효과적인지 잘 안다.,3.0,195
샴,예의바른 공포영화.,3.0,16
쌍화점,모든 것을 거는 사랑. 모든 것을 거는 배우.,3.0,88
사마리아,점점 종교적인 영화를 만드는 김기덕.,2.5,21
"사랑한다, 사랑하지 않는다",침묵으로 통곡하려는 복화술.,3.0,59
"사랑을 부르는, 파리",대범한 필치로 쓱쓱 그려낸 삶의 풍경화.,3.0,8
비우티풀,허리까지 차오른 파토스.,3.0,31
블랙북,곡예에 가까운 스토리.,3.5,50
블라인드 사이드,지극히 평범한 휴먼드라마를 구해낸 샌드라 불록.,3.0,193
블라인드,캐릭터의 약점을 영화의 장점으로 바꾸는 솜씨.,3.0,83
분노의 질주: 더 오리지널,자동차 추격전에서 당신이 기대하는 것.,2.0,38
뻔뻔한 딕 & 제인,웃어도 되나 싶은데도 웃긴다.,3.0,75
버니,소소하고 나른하게 사랑스러운 캐릭터 코미디.,3.0,34
뱅크 잡,실화가 강탈 영화에 부여한 생기.,3.0,12
방자전,유쾌한 음담패설 뒤에 숨은 이야기의 욕망.,3.0,67
발렌타인 데이,"진부한 기획, 진부하지 않은 에피소드.",3.0,18
반두비,신동일 감독은 한국영화의 방부제.,3.0,14
바람과 함께 사라지다,소화불량의 플롯. 그래도 경쾌하다.,2.5,36
바람,웃음이 절로 나는 정우의 멍하고 맹한 표정!,3.5,147
바더 마인호프,독버섯을 관찰해 토양의 오염을 고발한다.,3.0,22
미필적 고의에 의한 여름휴가,짝만 구하면 만사형통.,3.0,4
미운 오리 새끼,다른 영화에서도 만나고 싶은 신선한 얼굴들.,3.0,26
미스터 빈의 홀리데이,미스터 빈을 위한 최적의 시-공간적 설정.,3.0,21
모비딕,돋보이는 것은 장르적 패기.,3.0,34
모범시민,흥미로운 모티브의 매력이 이야기의 허점을 메운다.,2.5,71
명장,좋은 목적과 나쁜 수단에 대한 해묵은 논쟁.,3.0,14
메리다와 마법의 숲,혹시 픽사는 이제 내리막길을 걷게 되는 걸까.,3.0,118
머나먼 사랑,사랑도 결국은 휴머니즘.,3.0,6
맨 인 블랙 3,무난하다는 것은 '맨인블랙' 시리즈에는 정체성 위기.,3.0,96
맨 오브 스틸,액션 자체보다는 그 파장을 표현하는 '리액션'이 인상적.,3.0,208
맨발의 꿈,스포츠와 휴먼드라마의 찰떡 궁합.,3.0,24
맘마미아!,"평범한 연출이라 생각하는 순간, 노래에 장단 맞추고 있는 나.",3.0,444
말할 수 없는 비밀,숱한 기시감을 뚫고 살아남은 하이틴 영화의 고운 결.,3.0,237
마이 베스트 홀리데이스,점점 더 콩트처럼 느껴지는 파트리스 르콩트의 영화들.,3.0,5
마법에 걸린 사랑,귀엽고 깜찍하다.,3.0,155
